run_id,workflow_slug,workflow_name,component,component_label,model_slug,model_name,vendor,calls_in_run,tokens_input,tokens_output,cached_tokens_input,cost_input_usd,cost_cached_input_usd,cost_output_usd,cost_total_usd,cost_share_pct,is_invisible,invisible_reason,latency_ttft_ms,latency_generation_ms,latency_total_ms,retried,retry_count,status,timestamp_start,timestamp_end,active_users,runs_per_day
a65bc634-3a00-4354-8f7b-9977a1bd2aa3,regulatory-filing-review,Regulatory filing review,model,Long-context inference (Gemini 2.5 Pro),gemini-2-5-pro,Gemini 2.5 Pro,Google,1,122363,7406,1976,0.15048375,0.0006175,0.07406,0.22516125,38,False,,1469,157744,159213,False,0,success,2024-07-04T07:17:29.290322,2024-07-04T07:20:08.503322,12,5
a65bc634-3a00-4354-8f7b-9977a1bd2aa3,regulatory-filing-review,Regulatory filing review,prompt,Extraction schema and compliance checklist,gemini-2-5-pro,Gemini 2.5 Pro,Google,1,17405,0,2972,0.01804125,0.00092875,0.0,0.01897,3,False,,793,50,843,False,0,success,2024-07-04T07:20:08.638322,2024-07-04T07:20:09.481322,12,5
a65bc634-3a00-4354-8f7b-9977a1bd2aa3,regulatory-filing-review,Regulatory filing review,orchestration,Pre-processing and post-processing pipeline calls,gemini-2-5-pro,Gemini 2.5 Pro,Google,3,10329,2390,385,0.01243,0.00012031,0.0239,0.03645031,4,True,"Pre- and post-processing calls are logged as 'pipeline infra' costs, not attributed to the filing review workflow.",1162,40706,41868,False,0,success,2024-07-04T07:20:09.523322,2024-07-04T07:20:51.391322,12,5
a65bc634-3a00-4354-8f7b-9977a1bd2aa3,regulatory-filing-review,Regulatory filing review,retrieval,Precedent-filing vector lookup,text-embedding-3-large,text-embedding-3-large,OpenAI,7,25210,0,0,0.0032773,0.0,0.0,0.0032773,32,True,"Embedding regeneration on every run is a design default in LlamaIndex; the cost appears on the embedding-provider invoice, not in the LLM spend view.",100,50,150,False,0,success,2024-07-04T07:20:51.406322,2024-07-04T07:20:51.556322,12,5
a65bc634-3a00-4354-8f7b-9977a1bd2aa3,regulatory-filing-review,Regulatory filing review,history,Cross-document comparison context,gemini-2-5-pro,Gemini 2.5 Pro,Google,1,12818,0,5520,0.0091225,0.001725,0.0,0.0108475,23,True,Cross-cycle context is framed as 'document memory' and handled by the application layer; it never appears as a token cost line in the model provider bill.,705,50,755,False,0,success,2024-07-04T07:20:51.574322,2024-07-04T07:20:52.329322,12,5
f80a8061-c3bb-4d81-b6be-75a55a1924c2,market-research-synthesis-agentic,Market research synthesis (agentic loop),model,LLM inference (Claude Opus 4),claude-opus-4,Claude Opus 4,Anthropic,11,52249,7593,1772,0.757155,0.002658,0.569475,1.329288,29,False,,963,194310,195273,False,0,success,2024-02-05T09:06:50.157520,2024-02-05T09:10:05.430520,10,6
f80a8061-c3bb-4d81-b6be-75a55a1924c2,market-research-synthesis-agentic,Market research synthesis (agentic loop),prompt,Research persona and output schema prefix,claude-opus-4,Claude Opus 4,Anthropic,12,85534,0,35269,0.753975,0.0529035,0.0,0.8068785,26,False,,1552,50,1602,False,0,success,2024-02-05T09:10:05.488520,2024-02-05T09:10:07.090520,10,6
f80a8061-c3bb-4d81-b6be-75a55a1924c2,market-research-synthesis-agentic,Market research synthesis (agentic loop),orchestration,Planner-executor-verifier loop hops,claude-opus-4,Claude Opus 4,Anthropic,34,13628,1792,1342,0.18429,0.002013,0.1344,0.320703,12,True,Each planner-executor-verifier trio looks like one 'research step' in logs; the three underlying API calls are never surfaced as separate line items.,1332,37545,38877,False,0,success,2024-02-05T09:10:07.238520,2024-02-05T09:10:46.115520,10,6
f80a8061-c3bb-4d81-b6be-75a55a1924c2,market-research-synthesis-agentic,Market research synthesis (agentic loop),retrieval,Iterative web and vector retrieval,text-embedding-3-large,text-embedding-3-large,OpenAI,36,16240,0,0,0.0021112,0.0,0.0,0.0021112,5,True,Retrieval cost sits on the vector-DB vendor invoice; no cross-charging to the workflow P&L occurs.,101,50,151,False,0,success,2024-02-05T09:10:46.241520,2024-02-05T09:10:46.392520,10,6
f80a8061-c3bb-4d81-b6be-75a55a1924c2,market-research-synthesis-agentic,Market research synthesis (agentic loop),history,Full research thread re-sent each iteration,claude-opus-4,Claude Opus 4,Anthropic,14,150779,0,49041,1.52607,0.0735615,0.0,1.5996315,28,True,"Accumulated research state is framed as 'context' in framework logs, not as re-billed tokens, so it does not appear in per-call spend reporting.",824,50,874,False,0,success,2024-02-05T09:10:46.416520,2024-02-05T09:10:47.290520,10,6
286a03f9-8763-4b15-9b9c-1a761317f8e5,earnings-call-analysis-rag,Earnings call analysis with RAG,model,LLM inference (Claude Sonnet 4),claude-sonnet-4,Claude Sonnet 4,Anthropic,5,33665,2040,2997,0.092004,0.0008991,0.0306,0.1235031,14,False,,705,29016,29721,False,0,success,2024-12-16T16:25:23.493663,2024-12-16T16:25:53.214663,30,8
286a03f9-8763-4b15-9b9c-1a761317f8e5,earnings-call-analysis-rag,Earnings call analysis with RAG,prompt,System prompt and few-shot examples,claude-sonnet-4,Claude Sonnet 4,Anthropic,6,45846,0,10530,0.105948,0.003159,0.0,0.109107,14,False,,928,50,978,False,0,success,2024-12-16T16:25:53.357663,2024-12-16T16:25:54.335663,30,8
286a03f9-8763-4b15-9b9c-1a761317f8e5,earnings-call-analysis-rag,Earnings call analysis with RAG,orchestration,Tool calls and agent framework hops,claude-sonnet-4,Claude Sonnet 4,Anthropic,6,4366,285,115,0.012753,3.45e-05,0.004275,0.0170625,2,True,Framework abstraction (LangChain / LlamaIndex) hides per-hop billing inside one logical call on the dashboard.,1020,4399,5419,False,0,success,2024-12-16T16:25:54.462663,2024-12-16T16:25:59.881663,30,8
286a03f9-8763-4b15-9b9c-1a761317f8e5,earnings-call-analysis-rag,Earnings call analysis with RAG,retrieval,Vector search and embedding refresh,text-embedding-3-large,text-embedding-3-large,OpenAI,16,8964,0,0,0.00116532,0.0,0.0,0.00116532,6,True,Embedding bills land on a separate OpenAI invoice and never join the workflow P&L visible to the CTO.,94,50,144,False,0,success,2024-12-16T16:25:59.931663,2024-12-16T16:26:00.075663,30,8
286a03f9-8763-4b15-9b9c-1a761317f8e5,earnings-call-analysis-rag,Earnings call analysis with RAG,history,Context re-injection across iterations,claude-sonnet-4,Claude Sonnet 4,Anthropic,5,237329,0,50095,0.561702,0.0150285,0.0,0.5767305,63,True,Pure overhead - the same tokens are billed again on every turn because no pruning or compression policy has been configured.,611,50,661,False,0,success,2024-12-16T16:26:00.111663,2024-12-16T16:26:00.772663,30,8
47c21420-85af-4d1a-805d-459b3a04fb68,market-research-synthesis-agentic,Market research synthesis (agentic loop),model,LLM inference (Claude Opus 4),claude-opus-4,Claude Opus 4,Anthropic,14,50663,7349,4787,0.68814,0.0071805,0.551175,1.2464955,29,False,,936,178312,179248,False,0,success,2024-08-19T12:19:54.330343,2024-08-19T12:22:53.578343,10,6
47c21420-85af-4d1a-805d-459b3a04fb68,market-research-synthesis-agentic,Market research synthesis (agentic loop),prompt,Research persona and output schema prefix,claude-opus-4,Claude Opus 4,Anthropic,12,118455,0,28722,1.345995,0.043083,0.0,1.389078,26,False,,1502,50,1552,False,0,success,2024-08-19T12:22:53.597343,2024-08-19T12:22:55.149343,10,6
47c21420-85af-4d1a-805d-459b3a04fb68,market-research-synthesis-agentic,Market research synthesis (agentic loop),orchestration,Planner-executor-verifier loop hops,claude-opus-4,Claude Opus 4,Anthropic,38,22755,1907,1820,0.314025,0.00273,0.143025,0.45978,12,True,Each planner-executor-verifier trio looks like one 'research step' in logs; the three underlying API calls are never surfaced as separate line items.,803,38647,39450,False,0,success,2024-08-19T12:22:55.212343,2024-08-19T12:23:34.662343,10,6
47c21420-85af-4d1a-805d-459b3a04fb68,market-research-synthesis-agentic,Market research synthesis (agentic loop),retrieval,Iterative web and vector retrieval,text-embedding-3-large,text-embedding-3-large,OpenAI,21,25609,0,0,0.00332917,0.0,0.0,0.00332917,5,True,Retrieval cost sits on the vector-DB vendor invoice; no cross-charging to the workflow P&L occurs.,167,50,217,False,0,success,2024-08-19T12:23:34.717343,2024-08-19T12:23:34.934343,10,6
47c21420-85af-4d1a-805d-459b3a04fb68,market-research-synthesis-agentic,Market research synthesis (agentic loop),history,Full research thread re-sent each iteration,claude-opus-4,Claude Opus 4,Anthropic,15,97744,0,34015,0.955935,0.0510225,0.0,1.0069575,28,True,"Accumulated research state is framed as 'context' in framework logs, not as re-billed tokens, so it does not appear in per-call spend reporting.",1456,50,1506,False,0,success,2024-08-19T12:23:35.061343,2024-08-19T12:23:36.567343,10,6
bfed2044-7340-4c84-8e77-ab4119924991,deal-investment-memo-generation,Deal and investment memo generation,model,Long-form synthesis (Claude Opus 4),claude-opus-4,Claude Opus 4,Anthropic,2,86076,8102,8466,1.16415,0.012699,0.60765,1.784499,37,False,,1466,174821,176287,False,0,success,2024-05-08T04:02:24.326754,2024-05-08T04:05:20.613754,6,3
bfed2044-7340-4c84-8e77-ab4119924991,deal-investment-memo-generation,Deal and investment memo generation,prompt,IC memo template and section schema,claude-opus-4,Claude Opus 4,Anthropic,2,39517,0,8947,0.45855,0.0134205,0.0,0.4719705,11,False,,1189,50,5077,True,3,success,2024-05-08T04:05:20.734754,2024-05-08T04:05:25.811754,6,3
bfed2044-7340-4c84-8e77-ab4119924991,deal-investment-memo-generation,Deal and investment memo generation,orchestration,Document ingestion and section routing agents,claude-opus-4,Claude Opus 4,Anthropic,6,20664,3332,1487,0.287655,0.0022305,0.2499,0.5397855,12,True,"Document ingestion and merge agents are instrumented as 'data pipeline' steps in engineering logs, not as LLM spend in the finance system.",1025,73521,74546,False,0,success,2024-05-08T04:05:25.871754,2024-05-08T04:06:40.417754,6,3
bfed2044-7340-4c84-8e77-ab4119924991,deal-investment-memo-generation,Deal and investment memo generation,retrieval,Source document chunk retrieval,text-embedding-3-large,text-embedding-3-large,OpenAI,19,43230,0,0,0.0056199,0.0,0.0,0.0056199,4,True,Re-embedding unchanged source docs on revision runs is a known inefficiency; the cost is buried in the embedding vendor line rather than the deal P&L.,144,50,194,False,0,success,2024-05-08T04:06:40.502754,2024-05-08T04:06:40.696754,6,3
bfed2044-7340-4c84-8e77-ab4119924991,deal-investment-memo-generation,Deal and investment memo generation,history,Prior memo draft re-injection on revisions,claude-opus-4,Claude Opus 4,Anthropic,2,37672,0,14531,0.347115,0.0217965,0.0,0.3689115,36,True,Revision-cycle context is framed as 'draft history' by the application; it appears nowhere in the per-run cost breakdown visible to finance or risk.,906,50,956,False,0,success,2024-05-08T04:06:40.783754,2024-05-08T04:06:41.739754,6,3
db1869c8-9301-42e5-82e5-e27b7412bb5e,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,model,Conversational inference (Claude Sonnet 4),claude-sonnet-4,Claude Sonnet 4,Anthropic,7,30794,1443,2483,0.084933,0.0007449,0.021645,0.1073229,16,False,,606,17346,17952,False,0,success,2024-10-16T17:07:19.546207,2024-10-16T17:07:37.498207,25,10
db1869c8-9301-42e5-82e5-e27b7412bb5e,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,prompt,Analyst persona and source citation rules,claude-sonnet-4,Claude Sonnet 4,Anthropic,7,54072,0,17449,0.109869,0.0052347,0.0,0.1151037,21,False,,666,50,716,False,0,success,2024-10-16T17:07:37.629207,2024-10-16T17:07:38.345207,25,10
db1869c8-9301-42e5-82e5-e27b7412bb5e,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,orchestration,Query routing and intent classification,claude-sonnet-4,Claude Sonnet 4,Anthropic,9,2593,374,31,0.007686,9.3e-06,0.00561,0.0133053,3,True,Intent classification calls are made by the chatbot middleware layer; they land on a platform cost center separate from the analytics workflow budget.,535,4471,5006,False,0,success,2024-10-16T17:07:38.356207,2024-10-16T17:07:43.362207,25,10
db1869c8-9301-42e5-82e5-e27b7412bb5e,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,retrieval,Knowledge base vector queries per turn,text-embedding-3-large,text-embedding-3-large,OpenAI,8,42760,0,0,0.0055588,0.0,0.0,0.0055588,13,True,"Nightly index rebuild re-embeds the full knowledge base regardless of which documents have changed; this cost appears on the embedding-provider invoice, not the chatbot budget.",58,50,108,False,0,success,2024-10-16T17:07:43.507207,2024-10-16T17:07:43.615207,25,10
db1869c8-9301-42e5-82e5-e27b7412bb5e,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,history,Full session history re-sent on every turn,claude-sonnet-4,Claude Sonnet 4,Anthropic,6,282626,0,83481,0.597435,0.0250443,0.0,0.6224793,47,True,Session history is managed by the chat framework as a first-class feature; the token volume it generates is never disaggregated from the per-turn inference cost in any dashboard the fund currently runs.,592,50,642,False,0,success,2024-10-16T17:07:43.691207,2024-10-16T17:07:44.333207,25,10
c1892948-4bb5-488c-8972-9e24fbb2463e,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,model,Signal inference (GPT-4.1),gpt-4-1,GPT-4.1,OpenAI,17,32118,3432,206,0.063824,4.12e-05,0.027456,0.0913212,18,False,,532,48808,49340,False,0,success,2024-04-09T04:13:27.616944,2024-04-09T04:14:16.956944,8,12
c1892948-4bb5-488c-8972-9e24fbb2463e,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,prompt,"Signal schema, ticker metadata, and examples",gpt-4-1,GPT-4.1,OpenAI,18,51276,0,15028,0.072496,0.0030056,0.0,0.0755016,21,False,,809,50,859,False,0,success,2024-04-09T04:14:17.073944,2024-04-09T04:14:17.932944,8,12
c1892948-4bb5-488c-8972-9e24fbb2463e,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,orchestration,"Ticker batching, routing, and aggregation calls",gpt-4-1,GPT-4.1,OpenAI,16,8279,1156,360,0.015838,7.2e-05,0.009248,0.025158,5,True,"Batching and aggregation calls are attributed to 'orchestration infrastructure' in the platform, not to this workflow's cost center.",842,17962,18804,False,0,success,2024-04-09T04:14:18.041944,2024-04-09T04:14:36.845944,8,12
c1892948-4bb5-488c-8972-9e24fbb2463e,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,retrieval,News and filing vector lookups per ticker,text-embedding-3-large,text-embedding-3-large,OpenAI,157,42941,0,0,0.00558233,0.0,0.0,0.00558233,11,True,Vector DB query costs are on the Pinecone or Weaviate invoice; no join to the LLM workflow P&L has been built.,124,50,174,False,0,success,2024-04-09T04:14:36.897944,2024-04-09T04:14:37.071944,8,12
c1892948-4bb5-488c-8972-9e24fbb2463e,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,history,Prior signal state re-injection,gpt-4-1,GPT-4.1,OpenAI,13,82093,0,31061,0.102064,0.0062122,0.0,0.1082762,45,True,Signal state history is maintained by the application layer as a 'context window' feature; none of the LLM vendor dashboards show it as a distinct cost component.,506,50,556,False,0,success,2024-04-09T04:14:37.127944,2024-04-09T04:14:37.683944,8,12
92bd6895-9252-40b3-b3b0-e374512d37c5,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,model,Conversational inference (Claude Sonnet 4),claude-sonnet-4,Claude Sonnet 4,Anthropic,7,23295,1696,1559,0.065208,0.0004677,0.02544,0.0911157,16,False,,895,23684,24579,False,0,success,2024-01-08T01:47:51.340409,2024-01-08T01:48:15.919409,25,10
92bd6895-9252-40b3-b3b0-e374512d37c5,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,prompt,Analyst persona and source citation rules,claude-sonnet-4,Claude Sonnet 4,Anthropic,8,50488,0,9307,0.123543,0.0027921,0.0,0.1263351,21,False,,885,50,935,False,0,success,2024-01-08T01:48:15.994409,2024-01-08T01:48:16.929409,25,10
92bd6895-9252-40b3-b3b0-e374512d37c5,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,orchestration,Query routing and intent classification,claude-sonnet-4,Claude Sonnet 4,Anthropic,8,6835,233,476,0.019077,0.0001428,0.003495,0.0227148,3,True,Intent classification calls are made by the chatbot middleware layer; they land on a platform cost center separate from the analytics workflow budget.,301,2968,3269,False,0,success,2024-01-08T01:48:17.018409,2024-01-08T01:48:20.287409,25,10
92bd6895-9252-40b3-b3b0-e374512d37c5,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,retrieval,Knowledge base vector queries per turn,text-embedding-3-large,text-embedding-3-large,OpenAI,6,48240,0,0,0.0062712,0.0,0.0,0.0062712,13,True,"Nightly index rebuild re-embeds the full knowledge base regardless of which documents have changed; this cost appears on the embedding-provider invoice, not the chatbot budget.",114,50,398,True,2,success,2024-01-08T01:48:20.327409,2024-01-08T01:48:20.725409,25,10
92bd6895-9252-40b3-b3b0-e374512d37c5,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,history,Full session history re-sent on every turn,claude-sonnet-4,Claude Sonnet 4,Anthropic,9,137704,0,26975,0.332187,0.0080925,0.0,0.3402795,47,True,Session history is managed by the chat framework as a first-class feature; the token volume it generates is never disaggregated from the per-turn inference cost in any dashboard the fund currently runs.,645,50,695,False,0,success,2024-01-08T01:48:20.762409,2024-01-08T01:48:21.457409,25,10
23669239-c10c-4d20-87f3-cefc5f59e29c,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,model,Conversational inference (Claude Sonnet 4),claude-sonnet-4,Claude Sonnet 4,Anthropic,9,39449,1084,1778,0.113013,0.0005334,0.01626,0.1298064,16,False,,700,15665,16365,False,0,success,2024-06-18T16:17:39.262266,2024-06-18T16:17:55.627266,25,10
23669239-c10c-4d20-87f3-cefc5f59e29c,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,prompt,Analyst persona and source citation rules,claude-sonnet-4,Claude Sonnet 4,Anthropic,5,52887,0,13332,0.118665,0.0039996,0.0,0.1226646,21,False,,479,50,529,False,0,success,2024-06-18T16:17:55.763266,2024-06-18T16:17:56.292266,25,10
23669239-c10c-4d20-87f3-cefc5f59e29c,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,orchestration,Query routing and intent classification,claude-sonnet-4,Claude Sonnet 4,Anthropic,7,5043,268,121,0.014766,3.63e-05,0.00402,0.0188223,3,True,Intent classification calls are made by the chatbot middleware layer; they land on a platform cost center separate from the analytics workflow budget.,434,3597,4715,True,2,success,2024-06-18T16:17:56.372266,2024-06-18T16:18:01.087266,25,10
23669239-c10c-4d20-87f3-cefc5f59e29c,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,retrieval,Knowledge base vector queries per turn,text-embedding-3-large,text-embedding-3-large,OpenAI,7,29514,0,0,0.00383682,0.0,0.0,0.00383682,13,True,"Nightly index rebuild re-embeds the full knowledge base regardless of which documents have changed; this cost appears on the embedding-provider invoice, not the chatbot budget.",127,50,177,False,0,success,2024-06-18T16:18:01.159266,2024-06-18T16:18:01.336266,25,10
23669239-c10c-4d20-87f3-cefc5f59e29c,internal-research-chatbot-rag,Internal research chatbot over fund knowledge base,history,Full session history re-sent on every turn,claude-sonnet-4,Claude Sonnet 4,Anthropic,7,128183,0,46964,0.243657,0.0140892,0.0,0.2577462,47,True,Session history is managed by the chat framework as a first-class feature; the token volume it generates is never disaggregated from the per-turn inference cost in any dashboard the fund currently runs.,587,50,637,False,0,success,2024-06-18T16:18:01.430266,2024-06-18T16:18:02.067266,25,10
d738eb9c-c9f2-4176-a41b-6d8dc36bfeef,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,model,Signal inference (GPT-4.1),gpt-4-1,GPT-4.1,OpenAI,13,30085,5539,909,0.058352,0.0001818,0.044312,0.1028458,18,False,,941,86867,87808,False,0,success,2024-09-26T14:10:36.353058,2024-09-26T14:12:04.161058,8,12
d738eb9c-c9f2-4176-a41b-6d8dc36bfeef,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,prompt,"Signal schema, ticker metadata, and examples",gpt-4-1,GPT-4.1,OpenAI,18,69410,0,28584,0.081652,0.0057168,0.0,0.0873688,21,False,,539,50,589,False,0,success,2024-09-26T14:12:04.182058,2024-09-26T14:12:04.771058,8,12
d738eb9c-c9f2-4176-a41b-6d8dc36bfeef,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,orchestration,"Ticker batching, routing, and aggregation calls",gpt-4-1,GPT-4.1,OpenAI,15,9420,1208,525,0.01779,0.000105,0.009664,0.027559,5,True,"Batching and aggregation calls are attributed to 'orchestration infrastructure' in the platform, not to this workflow's cost center.",619,17182,17801,False,0,success,2024-09-26T14:12:04.794058,2024-09-26T14:12:22.595058,8,12
d738eb9c-c9f2-4176-a41b-6d8dc36bfeef,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,retrieval,News and filing vector lookups per ticker,text-embedding-3-large,text-embedding-3-large,OpenAI,174,33886,0,0,0.00440518,0.0,0.0,0.00440518,11,True,Vector DB query costs are on the Pinecone or Weaviate invoice; no join to the LLM workflow P&L has been built.,93,50,143,False,0,success,2024-09-26T14:12:22.662058,2024-09-26T14:12:22.805058,8,12
d738eb9c-c9f2-4176-a41b-6d8dc36bfeef,portfolio-monitoring-signal-generation,Portfolio monitoring and signal generation,history,Prior signal state re-injection,gpt-4-1,GPT-4.1,OpenAI,13,77751,0,13413,0.128676,0.0026826,0.0,0.1313586,45,True,Signal state history is maintained by the application layer as a 'context window' feature; none of the LLM vendor dashboards show it as a distinct cost component.,610,50,660,False,0,success,2024-09-26T14:12:22.840058,2024-09-26T14:12:23.500058,8,12
d0debb92-b582-4af3-8ae4-abeb2ceb988c,deal-investment-memo-generation,Deal and investment memo generation,model,Long-form synthesis (Claude Opus 4),claude-opus-4,Claude Opus 4,Anthropic,3,74884,5564,6019,1.032975,0.0090285,0.4173,1.4593035,37,False,,1144,114826,115970,False,0,success,2024-01-12T21:55:30.479293,2024-01-12T21:57:26.449293,6,3
d0debb92-b582-4af3-8ae4-abeb2ceb988c,deal-investment-memo-generation,Deal and investment memo generation,prompt,IC memo template and section schema,claude-opus-4,Claude Opus 4,Anthropic,3,29270,0,6924,0.33519,0.010386,0.0,0.345576,11,False,,1230,50,1280,False,0,success,2024-01-12T21:57:26.527293,2024-01-12T21:57:27.807293,6,3
d0debb92-b582-4af3-8ae4-abeb2ceb988c,deal-investment-memo-generation,Deal and investment memo generation,orchestration,Document ingestion and section routing agents,claude-opus-4,Claude Opus 4,Anthropic,7,32172,2991,1036,0.46704,0.001554,0.224325,0.692919,12,True,"Document ingestion and merge agents are instrumented as 'data pipeline' steps in engineering logs, not as LLM spend in the finance system.",1099,78873,79972,False,0,success,2024-01-12T21:57:27.920293,2024-01-12T21:58:47.892293,6,3
d0debb92-b582-4af3-8ae4-abeb2ceb988c,deal-investment-memo-generation,Deal and investment memo generation,retrieval,Source document chunk retrieval,text-embedding-3-large,text-embedding-3-large,OpenAI,28,51688,0,0,0.00671944,0.0,0.0,0.00671944,4,True,Re-embedding unchanged source docs on revision runs is a known inefficiency; the cost is buried in the embedding vendor line rather than the deal P&L.,133,50,183,False,0,success,2024-01-12T21:58:47.907293,2024-01-12T21:58:48.090293,6,3
